  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
          0.0000        904.1619      -5668.6118          0.0000          0.0000
          0.0000          0.0000
             736          0.7360    -213850.3119      16591.5954    -230441.9074
    -247033.5028       6062.4302       1122.1455          0.0000          0.0000
          0.0000        904.2911      -5669.4550          0.0000          0.0000
          0.0000          0.0000
             737          0.7370    -213842.7408      16601.0933    -230443.8340
    -247044.9273       6065.8632       1121.9720          0.0000          0.0000
          0.0000        904.1517      -5670.5784          0.0000          0.0000
          0.0000          0.0000
             738          0.7380    -213854.0665      16591.7060    -230445.7725
    -247037.4786       6062.4593       1124.4019          0.0000          0.0000
          0.0000        903.6767      -5674.0079          0.0000          0.0000
          0.0000          0.0000
             739          0.7390    -213864.3320      16584.1669    -230448.4988
    -247032.6657       6059.6690       1128.1816          0.0000          0.0000
          0.0000        902.9375      -5679.3539          0.0000          0.0000
          0.0000          0.0000
             740          0.7400    -213859.9994      16590.4297    -230450.4291
    -247040.8588       6061.9759       1131.1544          0.0000          0.0000
          0.0000        902.3195      -5683.1942          0.0000          0.0000
          0.0000          0.0000
             741          0.7410    -213863.1953      16589.2334    -230452.4287
    -247041.6621       6061.5739       1131.5080          0.0000          0.0000
          0.0000        901.0434      -5683.9164          0.0000          0.0000
          0.0000          0.0000
             742          0.7420    -213874.8858      16579.1408    -230454.0266
    -247033.1674       6057.8333       1128.7692          0.0000          0.0000
          0.0000        899.5230      -5680.9062          0.0000          0.0000
          0.0000          0.0000
             743          0.7430    -213894.1266      16560.7709    -230454.8976
    -247015.6685       6051.1571       1124.6778          0.0000          0.0000
          0.0000        897.9932      -5675.8512          0.0000          0.0000
          0.0000          0.0000
             744          0.7440    -213924.8090      16530.2928    -230455.1017
    -246985.3945       6040.0360       1123.2236          0.0000          0.0000
          0.0000        896.6100      -5672.9066          0.0000          0.0000
          0.0000          0.0000
             745          0.7450    -213943.7912      16511.5380    -230455.3291
    -246966.8671       6033.1376       1124.1866          0.0000          0.0000
          0.0000        895.1383      -5672.3925          0.0000          0.0000
          0.0000          0.0000
             746          0.7460    -213957.0001      16498.0590    -230455.0591
    -246953.1182       6028.2632       1127.1840          0.0000          0.0000
          0.0000        893.8028      -5673.5552          0.0000          0.0000
          0.0000          0.0000
             747          0.7470    -213983.5053      16471.9977    -230455.5030
    -246927.5007       6018.7382       1129.0841          0.0000          0.0000
          0.0000        892.4984      -5674.3587          0.0000          0.0000
          0.0000          0.0000
             748          0.7480    -213997.8992      16457.3729    -230455.2720
    -246912.6449       6013.3518       1128.4205          0.0000          0.0000
          0.0000        891.3128      -5672.0175          0.0000          0.0000
          0.0000          0.0000
             749          0.7490    -214006.2459      16448.1792    -230454.4251
    -246902.6044       6009.9840       1125.3204          0.0000          0.0000
          0.0000        889.8024      -5666.3464          0.0000          0.0000
          0.0000          0.0000
             750          0.7500    -214006.9813      16447.5531    -230454.5343
    -246902.0874       6009.7534       1121.9890          0.0000          0.0000
          0.0000        887.9584      -5661.0781          0.0000          0.0000
          0.0000          0.0000
             751          0.7510    -214004.3378      16450.4143    -230454.7521
    -246905.1664       6010.8247       1120.7610          0.0000          0.0000
          0.0000        886.2987      -5658.2349          0.0000          0.0000
          0.0000          0.0000
             752          0.7520    -214006.4779      16448.8844    -230455.3622
    -246904.2466       6010.2936       1121.8687          0.0000          0.0000
          0.0000        884.9662      -5658.5328          0.0000          0.0000
          0.0000          0.0000
             753          0.7530    -214025.7784      16431.1329    -230456.9113
    -246888.0442       6003.7912       1124.3476          0.0000          0.0000
          0.0000        883.7236      -5661.2005          0.0000          0.0000
          0.0000          0.0000
             754          0.7540    -214017.9820      16440.9847    -230458.9667
    -246899.9514       6007.3614       1128.5315          0.0000          0.0000
          0.0000        882.6103      -5666.2354          0.0000          0.0000
          0.0000          0.0000
             755          0.7550    -213992.1049      16469.7178    -230461.8227
    -246931.5404       6017.8452       1132.4043          0.0000          0.0000
